SITE_ID,VISIT_NO,PH_LAB,COND,ANC,TURB,DOC,NH4N_PPM,NO3_NO2,NO3N_PPM,NTL,PTL,CHLA,CL_PPM,SO4_PPM,CA_PPM,MG_PPM,NA_PPM,K_PPM,COLOR,SIO2,CATSUM,ANSUM2,SOBC,SECMEAN,CLEAR_TO_BOTTOM
NLA06608-0690,1,7.21,137.9,163.27,1.1,3.98,0.031,0.163,0.156,0.479,15,4.608,29.133,6.172,4.727,0.946,16.92,1.71,33,2.877,1095.69,1124.7,1093.44,2.81,NA
NLA06608-0690,2,7.01,187.5,231.49,2.51,3.55,0.043,0.041,0.029,0.314,14,5.184,40.496,6.357,5.394,1.039,22.7,2.15,33,2.76,1400.3,1508.34,1397.04,NA,NA
NLA06608-0692,1,8.52,796.6,2662.15,2.7,5.14,0.029,0.005,0.005,0.631,23,13.76,40.546,196.304,44.2,20.86,82.7,11.44,14,9.393,7813.74,7892.84,7811.96,2.05,NA
NLA06608-0693,1,7.29,31.29,200.76,0.743,1.59,0.01,0.011,0.018,0.079,4,1.464,1.533,0.875,2.21,0.368,2.202,0.483,6,6.974,249.45,263.55,248.7,NA,Y
NLA06608-0696,1,7.98,183.1,1668.48,12.6,9.29,0.032,0.005,0.005,0.829,252,32.616,4.129,5.85,20.07,6.898,3.95,5.448,40,5.217,1882.46,1906.75,1880.27,0.82,NA
NLA06608-0707,1,8.93,9379,12751.61,3,37.93,0.132,0.005,0.005,4.034,127,5.6,855.484,4306.426,48.8,521.5,1453,173,26,2.514,112981.7,126541.18,112975.09,2.15,NA
NLA06608-0709,1,7.45,190.1,567.66,16,15.81,0.019,0.005,0.005,2.492,202,98.462,28.642,8.31,9.851,4.583,13.38,5.327,31,0.968,1588.31,1548.59,1586.94,0.45,NA
NLA06608-0710,1,6.99,175.5,102.96,3.17,2.94,0.01,0.005,0.005,0.302,21,7.44,45.81,4.105,2.467,1.419,26.8,0.945,14,5.034,1430.59,1480.65,1429.78,1.56,NA
NLA06608-0711,1,6.82,50.55,221.85,8.67,6.76,0.005,0.005,0.005,0.523,74,16.32,4.408,2.348,2.032,1.06,4.464,1.598,25,14.509,424.46,395.22,423.67,0.83,NA
NLA06608-0712,1,7.95,355.2,3409.4,0.909,6.54,0.012,0.005,0.005,0.417,14,3.056,4.569,7.811,65.88,2.247,3.341,1.646,18,17.628,3660.57,3700.91,3659.74,3.26,NA
NLA06608-0713,1,7.82,71.25,662.02,1.86,2.01,0.005,0.005,0.005,0.138,7,1.652,0.427,0.693,6.889,2.28,2.653,1.114,7,14.722,675.7,688.51,675.27,3.2,NA
NLA06608-0715,1,7.1,22.77,139.21,0.588,2.77,0.018,0.025,0.03,0.123,4,3.545,0.718,1.796,2.228,0.46,1.333,0.217,15,5.095,213.92,199.08,212.56,3.8,NA
NLA06608-0717,1,8.22,209.9,856.25,29,7.43,0.02,0.005,0.025,2.03,225,216,27.817,12.193,12.87,4.504,16.73,2.713,35,6.523,1811.27,1896.51,1809.94,0.29,NA
NLA06608-0718,1,9.13,3595,20529.05,83.2,27.63,0.494,0.047,0.005,1.869,616,2.64,16.9,910.397,10.6,27.03,746.4,11.8,35,5.292,35542.65,39960.2,35521.6,0.28,NA
NLA06608-0720,1,8.63,795.4,4946.57,10.6,9.53,0.04,0.005,0.005,1.435,195,19.2,69.011,66.708,56.02,28.85,45.92,25.03,9,3.209,7809.35,8281.96,7807,0.78,NA
NLA06608-0721,1,7.77,56.28,508.65,2.75,3.71,0.016,0.005,0.005,0.441,21,7.104,1.522,0.771,5.473,1.541,3.771,0.273,4,11.747,572.05,567.65,570.92,2.27,NA
NLA06608-0723,1,9.01,395.3,2092.38,2.74,28.51,0.042,0.005,0.005,1.433,24,5.646,1.704,76.621,20.86,7.68,35.11,17.04,28,38.637,3637.9,3735.69,3635.91,1.63,NA
NLA06608-0724,1,8.31,314,1713.6,1.18,3.07,0.005,0.005,0.005,0.273,9,2.968,37.491,8.77,25.69,8.169,19.71,1.633,8,2.031,2853.45,2953.67,2853.25,3.69,NA
NLA06608-0726,1,7.31,52.39,221.98,0.681,2.76,0.005,0.005,0.017,0.202,6,1.504,6.241,2.822,3.806,0.703,4.821,0.56,21,5.892,472.12,458.03,471.79,3.95,NA
NLA06608-0727,1,8.75,1284,6604.64,34.8,21.55,0.054,0.005,0.005,3.722,191,130.4,12.433,430.348,45.44,126,44.47,28.42,26,30.442,15299.98,15915.17,15296.97,0.32,NA
NLA06608-0731,1,8.49,428.8,2839.53,1.38,6.51,0.06,0.544,0.592,1.221,17,2.88,28.884,36.164,40.7,19.94,13.73,1.739,11,3.45,4317.16,4449.43,4313.45,4.13,NA
NLA06608-0733,1,8.77,1158,9433.21,37.7,9.7,0.079,0.148,0.454,0.993,28,2.847,36.828,159.65,43.7,66.2,122.1,22.55,21,57.717,13520.26,13828.31,13515.91,0.26,NA
NLA06608-0734,1,7.3,55.55,368.43,1.68,12.5,0.016,0.005,0.005,0.364,16,3.152,0.45,5.241,5.706,1.885,1.195,0.55,33,1.736,507.07,490.29,505.89,0.66,NA
NLA06608-0738,1,6.27,30.48,26.5,0.539,3.75,0.013,0.005,0.005,0.223,3,1.696,4.406,3.35,1.473,0.259,2.401,0.269,7,1.57,207.6,221.06,206.13,5.25,NA
NLA06608-0743,1,8.49,420.4,4299.41,6.66,6.07,0.028,0.005,0.005,0.406,5,6.032,11.097,9.297,46.58,23.05,4.617,2.664,5,5.158,4491.78,4805.98,4490.04,2.23,NA
NLA06608-0744,1,8.57,142.4,1366.79,13.7,5.83,0.017,0.005,0.005,1.243,100,97.488,1.198,2.893,18.21,3.52,2.336,2.911,27,6.426,1375.42,1460.82,1374.4,0.48,NA
NLA06608-0749,1,7.5,61.33,468.34,7.95,5.47,0.017,0.005,0.005,0.464,50,13.744,2.168,1.231,3.369,2.29,3.2,1.575,36,12.577,537.25,555.15,536.03,0.53,NA
NLA06608-0751,1,7.29,54,175.91,1.01,1.34,0.005,0.005,0.005,0.099,1,3.616,1.374,11.891,5.22,1.297,1.539,0.948,1,6.62,459.01,463.29,458.39,2.95,NA
NLA06608-0753,1,8.54,293.5,1716.67,2.46,3.06,0.014,0.005,0.005,0.367,15,8.8,32.171,10.809,29.14,6.694,14.42,0.914,6,2.158,2656.39,2849.13,2655.53,2.2,NA
NLA06608-0754,1,6.42,46.5,26.34,0.724,2.77,0.014,0.005,0.005,0.251,3,1.152,8.301,4.654,1.916,0.385,5.067,0.532,6,3.434,362.68,357.75,361.3,4.85,NA
NLA06608-0755,1,8.32,1394,3104.15,13.6,16.6,0.055,0.247,0.27,2.216,1104,114.6,35.532,513.388,99.72,59.88,103.1,25.13,48,9.81,15034.34,14814.38,15030.78,0.42,NA
NLA06608-0756,1,8.41,361.2,3237.87,7.4,5.75,0.028,0.005,0.005,0.326,3,10.96,11.097,15.262,27.06,22.09,11.96,3.957,9,3.586,3791.25,3868.63,3789.47,0.95,NA
NLA06608-0759,1,8.94,392.9,2990.29,73.6,8.69,0.011,0.005,0.005,4.153,360,185.4,30.212,17.903,31.27,23.63,8.326,2.269,20,52.139,3925.58,4215.19,3925.03,0.15,NA
NLA06608-0761,1,8.81,381.8,764.95,13.3,5.25,0.014,0.005,0.005,0.403,12,54,82.682,11.05,21.79,7.484,36.44,1.813,19,6.974,3335.34,3327.14,3334.59,0.65,NA
NLA06608-0762,1,9.04,1054,9099.37,53.7,16.29,0.018,0.005,0.005,3.94,264,133.2,14.951,155.834,18.2,103.4,53.3,35.57,20,45.677,12645.77,12765.54,12644.94,0.21,NA
NLA06608-0764,1,8.46,769.8,3577.62,5.99,3.78,0.114,0.261,0.306,1.386,58,24.264,21.428,176.697,42.01,18.06,84.62,9.667,4,9.903,7517.55,7882.7,7510.44,1.1,NA
NLA06608-0765,1,7.39,158.3,576.19,5.3,2.51,0.106,0.063,0.069,0.507,29,11.392,8.797,25.95,16.35,4.22,4.707,0.757,16,4.745,1394.74,1369.56,1387.23,1.5,NA
NLA06608-0766,1,8.83,1973,5304.33,5.34,14.63,0.049,0.005,0.005,1.673,40,33.936,89.069,692.137,39.76,119.4,202.7,26.16,10,2.951,21297.87,22226.9,21295.26,1.85,NA
NLA06608-0769,1,7.8,48.69,323.95,4.14,3.61,0.005,0.005,0.005,0.384,16,15.36,1.643,4.234,4.393,1.563,2.229,0.74,6,3.463,464.35,458.46,463.71,1.78,NA
NLA06608-0770,1,8.52,1911,3877.55,8.25,4.05,0.086,0.265,0.239,1.455,28,6.815,399.362,118.072,43.02,34.99,276.5,9.035,7,14.203,17289.4,17617.28,17284.13,0.59,NA
NLA06608-0771,1,8.56,67.58,609.6,3.1,9.2,0.011,0.005,0.005,0.622,20,6.4,1.231,0.125,7.077,2.789,1.697,0.627,18,1.974,673.16,644.32,672.5,2.05,NA
NLA06608-0775,1,8.2,287.6,2441.45,1.28,6.57,0.028,0.005,0.005,0.569,18,1.816,8.679,14.438,29.08,10.87,10.78,3.203,20,8.352,2898.25,2986.86,2896.39,2.5,NA
NLA06608-0779,1,9.04,540.6,4591.4,49,14.18,0.042,0.005,0.005,3.916,1543,98.496,8.973,53.888,41.6,24.38,20.47,22.42,38,13.685,5547.78,5966.44,5545.84,0.16,NA
NLA06608-0781,1,8.62,404,3274.1,4.39,4.39,0.011,0.005,0.005,0.729,34,17.92,30.233,9.78,29.94,22.89,19.26,1.73,7,4.761,4260.24,4330.47,4259.59,1.05,NA
NLA06608-0782,1,6.74,35.02,86.91,1.41,10.04,0.005,0.005,0.005,0.443,7,3.28,0.692,7.026,2.883,1.351,1.09,0.302,33,5.497,310.78,252.89,310.17,2.05,NA
NLA06608-0783,1,8.57,600.8,4206.31,50.3,9.58,0.016,0.005,0.005,1.896,819,50.933,59.207,22.469,56.99,21.22,37.33,6.193,25,4.268,6373.08,6344.11,6372.11,0.15,NA
NLA06608-0785,1,8.42,406.2,3050.32,2.15,2.52,0.021,2.301,2.23,2.621,15,6.568,8.781,33.579,35.77,16.93,18.15,1.982,8,23.241,4019.56,4156.32,4018.23,2.1,NA
NLA06608-0792,1,7.42,277.6,1823.61,4.19,5.33,0.005,0.005,0.005,0.76,47,30.24,12.972,22.663,32.85,3.486,14.41,5.049,10,5.854,2682.47,2661.38,2682.01,0.79,NA
NLA06608-0793,1,6.82,260,302.41,3.28,2.72,0.023,0.026,0.03,0.34,19,3.072,61.069,6.294,7.753,2.17,37.98,1.097,11,1.545,2247.32,2158.26,2245.54,2.7,NA
NLA06608-0794,1,6.59,20.49,142.2,0.416,1.18,0.016,0.005,0.005,0.091,3,1.056,0.347,1.584,2.463,0.303,0.692,0.371,4,0.961,188.82,185.22,187.43,9.1,NA
NLA06608-0794,2,7.15,21.86,144.2,0.361,1.24,0.007,0,0,0.079,0,0.496,0.342,1.6,2.471,0.308,0.658,0.425,5,1.015,188.66,187.19,188.14,NA,NA
NLA06608-0797,1,8.56,1049,4468.07,5.32,5.12,0.013,0.005,0.005,0.418,24,4.24,18.26,358.35,92.56,77.49,30,7.236,13,22.361,12486.03,12443.96,12485.24,1.53,NA
NLA06608-0802,1,6.07,115.2,39.49,2.41,6.9,0.019,0.005,0.005,0.361,18,5.232,28.123,2.693,1.572,0.444,17.14,0.41,47,1.709,873.22,890.36,871.01,1.24,NA
NLA06608-0804,1,8.16,158.9,1249.34,2.04,4.98,0.005,0.005,0.005,0.335,13,5.013,1.498,13.626,23.61,3.54,2.525,0.91,8,5.111,1603.02,1575.29,1602.54,1.78,NA
NLA06608-0805,1,8.11,242.4,2277.46,3.6,4.07,0.19,0.005,0.005,0.755,51,2.272,6.863,2.695,25.62,9.912,4.795,1.328,6,9.365,2349.36,2527.66,2336.61,1.6,NA
NLA06608-0806,1,6.89,39.13,172.32,3.31,7.26,0.005,0.005,0.005,0.427,20,8.32,3.13,2.807,3.689,0.47,2.663,0.278,39,4.57,346.33,319.18,345.7,1.25,NA
NLA06608-0807,1,8.76,1893,7879.09,14.2,21.43,0.097,0.03,0.343,1.505,511,27.504,21.367,723.358,86.7,149.4,133.7,31.56,19,25.392,23248.36,23566.57,23242.99,1.2,NA
NLA06608-0808,1,7.69,144.6,1033.17,18.5,7.98,0.02,0.005,0.005,1.748,126,76.8,2.427,13.575,12.16,5.077,6.078,3.411,15,9.577,1377.59,1384.42,1376.18,0.45,NA
NLA06608-0809,1,8.51,324.5,2677.15,2.01,8.72,0.016,0.005,0.005,0.546,13,3.008,19.214,9.216,30.1,12.51,13.42,4.045,1,0.878,3219.59,3410.98,3218.61,2.3,NA
NLA06608-0811,1,8.58,379.2,3387.26,7.84,12.06,0.021,0.005,0.005,1.224,51,50.04,15.222,11.649,47.99,13.87,5.733,2.578,26,3.834,3852.61,4059.15,3851.34,1.15,NA
NLA06608-0812,1,7.26,46.23,210.56,3.3,7.29,0.022,0.005,0.005,0.357,11,6.448,3.541,3.439,2.175,1.322,3.495,0.862,18,1.801,393,382.09,391.39,1.36,NA
NLA06608-0815,1,6.6,33.44,153.67,5.25,3.16,0.015,0.038,0.047,0.269,39,27.2,4.216,0.356,1.564,1.045,1.958,0.597,6,6.182,265.79,283.61,264.47,1.05,NA
NLA06608-0820,1,8.69,291.2,2244.71,20.3,3.38,0.023,1.433,1.415,2.841,323,120.8,14.862,10.063,38.19,5.744,8.819,2.606,12,3.218,2829.92,2974.44,2828.6,0.35,NA
NLA06608-0823,1,8.55,160.9,1357.57,0.725,5.92,0.014,0.005,0.005,0.331,7,2.084,8.151,2.704,17.37,6.55,3.625,1.298,9,4.404,1597.48,1643.78,1596.63,3.95,NA
NLA06608-0824,1,8.22,207,1910.36,7.08,3.39,0.02,0.005,0.005,0.309,22,6.229,2.815,6.621,30.61,3.838,3.645,2.041,14,7.88,2055.34,2127.62,2054.01,1.05,NA
NLA06608-0825,1,8.46,793.6,4523.92,21,5.65,0.013,0.005,0.005,1.001,88,39.696,89.744,54.256,43.17,34.29,62.5,6.148,8,14.629,7852.5,8184.85,7851.68,0.95,NA
NLA06608-0827,1,8.48,476,2615.12,5.75,5.35,0.073,0.011,0.005,0.543,23,11.6,19.766,79.481,35.72,16.33,41.65,3.15,5,0.686,5022.96,4827.44,5018.43,1.15,NA
NLA06608-0828,1,7.37,117.2,838.92,9.73,10.74,0.251,0.042,0.068,1.51,114,68.4,7.399,0.424,9.275,3.094,4.968,4.333,19,10.688,1062.1,1061.34,1044.34,0.61,NA
NLA06608-0830,1,8.61,5769,15116.88,233,79.82,1.529,0.005,0.133,15.563,1617,272,79.907,2502.125,38.24,271.7,982.2,47.78,68,20.583,68301.88,69474.48,68211.23,0.06,NA
NLA06608-0831,1,6.98,16.53,96.33,1.72,1.21,0.005,0.005,0.005,0.044,4,1.304,0.666,1.099,0.786,0.312,1.334,0.417,2,8.702,134.19,138.1,133.59,3.75,NA
NLA06608-0833,1,8.11,123.3,1254.6,0.489,0.48,0.005,0.036,0.072,0.104,1,0.792,0.05,2.93,17.48,4.43,0.427,0.207,0,1.804,1260.73,1322.89,1260.66,NA,Y
NLA06608-0834,1,8.63,1201,2490.46,2.54,5.24,0.025,0.005,0.005,0.583,23,8.053,264.568,43.813,42.84,13.41,173.1,5.246,11,14.596,10906.28,10865.05,10904.81,1.73,NA
NLA06608-0836,1,9.85,339.4,1937.25,3.3,15.53,0.063,0.005,0.005,1.184,51,2.695,35.534,9.107,13.85,11.45,34.72,3.554,14,0.947,3235.44,3129.13,3234.45,1.5,NA
NLA06608-0837,1,8.74,500.6,4408.88,9.95,9.05,0.047,0.012,0.005,1.46,109,55.584,15.988,16.631,16.43,11.14,57.84,18.36,29,17.659,4724.67,5206.1,4722.03,0.79,NA
NLA06608-0842,1,6.34,14.46,107.55,0.643,0.79,0.005,0.005,0.016,0.071,13,1.557,0.111,0.726,1.472,0.333,0.371,0.248,5,0.025,124.08,127.4,123.34,4.35,NA
NLA06608-0843,1,7.9,91.89,706.6,2.27,2.32,0.005,0.005,0.005,0.196,8,2.565,2.999,4.666,9.58,2.828,2.63,0.799,5,5.15,846.08,888.35,845.59,2.26,NA
NLA06608-0846,1,7.23,102.2,794.28,12.6,9.17,0.005,0.005,0.005,0.875,39,31.84,3.603,2.357,11.65,3.503,2.866,0.552,22,6.205,1008.86,945.04,1008.37,0.8,NA
NLA06608-0847,1,8.51,412.3,2871.51,51.2,7.91,0.02,0.005,0.005,3.572,395,189.36,28.891,25.33,33.4,19.02,16.06,5.425,16,11.206,4070.33,4213.78,4069.1,0.23,NA
NLA06608-0849,1,7.18,44.35,144.72,0.649,4.03,0.005,0.046,0.05,0.189,5,4.696,5.661,2.652,2.783,0.907,3.441,0.266,28,2.12,370.62,363.24,369.99,3.17,NA
NLA06608-0850,1,8.57,388.8,3548.04,1.71,3.75,0.034,0.012,0.133,0.486,19,2.304,14.545,11.345,52.48,12.2,9.192,1.587,7,9.125,4065.13,4204,4063.09,3.4,NA
NLA06608-0851,1,8.29,4321,2642.47,5.17,8.84,0.065,0.005,0.005,1.104,44,7.8,146.737,2617.967,485.7,246,306.8,47.26,22,0.85,59037.33,61287.41,59033.09,0.9,NA
NLA06608-0856,1,8.33,293.6,2738.82,5.17,4.58,0.03,0.005,0.005,0.483,31,9.467,4.264,16.036,43.46,5.675,5.643,2.732,20,5.762,2952.91,3192.96,2950.97,0.98,NA
NLA06608-0857,1,7.72,86,539.25,4.01,3.38,0.005,0.005,0.005,0.469,31,12.72,4.36,5.226,6.304,2.306,3.985,2.371,15,10.532,738.39,771.05,738.31,1.15,NA
NLA06608-0859,1,8.55,841.4,3980.47,5.26,7.4,0.025,0.005,0.005,0.913,33,11.472,127.153,40.579,46.3,35.26,74.46,3.17,5,3.939,8533.27,8411.81,8531.75,1.25,NA
NLA06608-0860,1,8.35,594.2,4773.08,24.4,3.29,0.179,6.186,0.005,6.672,222,11.168,18.36,28.484,70.86,21.97,7.179,1.956,11,17.978,5717.57,5883.98,5706.08,0.32,NA
NLA06608-0860,2,8.1,421.7,2958.95,21.7,3.62,0.117,1.232,0.786,1.71,232,6.672,19.003,32.395,44.48,19.64,7.878,2.3,10,5.466,4245.05,4225.54,4237.19,0.35,NA
NLA06608-0862,1,7.26,60.21,380.1,1.16,11.28,0.012,0.005,0.005,0.654,11,3.568,3.027,1.93,6.369,1.92,1.712,0.152,23,0.613,555.07,505.72,554.16,2.75,NA
NLA06608-0863,1,7.75,225.7,1014.52,4.88,2.66,0.014,0.005,0.005,0.446,36,14.384,19.079,25.143,21.04,5.743,11.44,1.976,3,0.523,2071.62,2076.16,2070.63,1.04,NA
NLA06608-0864,1,8.33,3630,2456.75,6.67,11.22,0.031,0.005,0.005,0.973,11,9.223,140.09,1859.117,244.5,172.7,403.4,23.41,10,7.91,44559.38,45114.95,44557.37,1.2,NA
NLA06608-0865,1,8.34,187.9,1170.81,12.6,9.63,0.016,0.005,0.005,1.489,100,83.52,10.901,11.707,23.42,2.163,7.34,1.752,15,1.194,1711.76,1722.03,1710.73,0.45,NA
NLA06608-0868,1,8.79,140,1128.77,11.6,7.14,0.014,0.005,0.005,1.184,61,29.48,3.455,9.428,17.06,4.833,3.317,2.538,15,6.876,1458.95,1422.51,1458.19,0.45,NA
NLA06608-0869,1,6.43,53.98,85.99,3.16,7.03,0.005,0.005,0.005,0.479,44,11.657,6.604,5.491,2.508,0.978,4.667,0.475,52,5.139,421.44,386.96,420.78,0.88,NA
NLA06608-0870,1,7.77,55.48,497.25,0.552,0.34,0.005,0.005,0.005,0.087,43,0.488,0.71,1.256,4.073,1.797,3.891,1.057,5,22.987,547.55,543.44,547.4,12.51,NA
NLA06608-0871,1,8.6,848.5,3824.97,68.5,18.51,0.047,0.005,0.005,5.378,407,256.32,20.473,243.654,57,65.98,12.97,13.67,26,39.648,9190.26,9475.31,9187.46,0.15,NA
NLA06608-0872,1,8.11,287,2221.92,60.8,7.58,0.039,0.352,0.368,1.129,276,14.32,7.095,22.439,34.83,7.317,6.455,5.382,35,13.916,2761.17,2915.5,2758.55,0.13,NA
NLA06608-0873,1,7.98,122.3,1177.96,111,6.39,0.012,0.039,0.061,0.433,141,9.98,0.998,2.178,12.52,4.805,2.18,1.743,14,15.071,1160.37,1255.82,1159.55,0.14,NA
NLA06608-0874,1,8.6,421.8,3489,4.82,3.97,0.033,3.097,2.855,3.441,29,14.16,15.315,22.063,42.09,24.11,5.033,2.561,14,2.862,4370.65,4584.16,4368.68,1.35,NA
NLA06608-0875,1,8.07,294.2,2246.73,2.38,8.71,0.066,0.005,0.005,0.72,16,6.136,19.025,4.312,29.5,10.97,9.274,1.016,15,4.346,2808.59,2873.13,2804.13,1.75,NA
NLA06608-0877,1,8.14,1774,2886.78,3.84,7.27,0.024,0.005,0.005,0.878,14,11.8,175.484,471.116,61.28,41.95,229.5,6.822,11,14.924,16668.65,17645.12,16667.04,0.78,NA
NLA06608-0878,1,8.38,325.4,3124.14,1.74,7.32,0.023,0.005,0.005,0.63,18,6.112,6.977,8.239,28.73,21.54,3.476,1.976,7,13.442,3409.32,3492.47,3407.85,1.65,NA
NLA06608-0880,1,7.83,784.6,5915.18,39.1,9.73,0.05,0.005,0.005,1.463,134,41.6,17.789,98.107,28.36,35.07,74.62,19.23,5,17.195,8042.1,8459.54,8038.63,0.25,NA
NLA06608-0881,1,8.64,106.5,877.6,4.24,3.34,0.018,0.005,0.005,0.513,42,15.886,0.594,6.605,11.19,3.014,3.643,1.443,13,10.037,1002.82,1031.87,1001.77,1.19,NA
NLA06608-0885,1,8.24,1396,3884.02,8.74,5.96,0.023,0.005,0.005,0.865,1386,23.04,193.365,184.476,69.47,24.02,164.3,11.55,15,20.751,12886.69,13178.87,12885.18,0.56,NA
NLA06608-0889,1,8.41,295.1,1974.91,33.8,4.11,0.027,0.005,0.005,0.404,204,11.925,13.211,26.245,22.99,6.626,23.26,5.359,5,34.215,2842.97,2893.96,2841.26,0.29,NA
NLA06608-0890,1,7.49,60.97,336.9,1.11,9.11,0.011,0.005,0.005,0.449,8,3.384,2.634,5.066,5.449,2.449,1.627,0.611,28,7.601,560.63,516.7,559.83,3.5,NA
NLA06608-0891,1,7.51,555.2,3584.56,42.2,5.61,0.067,0.059,0.037,1.137,133,30.677,29.523,62.648,43.19,16.87,32.37,8.823,5,31.575,5181.8,5724.29,5177.06,0.2,NA
NLA06608-0893,1,8.28,176.1,979.46,3.28,2.91,0.018,0.005,0.005,0.303,14,6.96,6.968,24.075,19.85,4.422,4.368,1.616,10,1.577,1586.9,1677.25,1585.72,1.28,NA
NLA06608-0895,1,8.63,474.3,4445.53,136,6.17,0.027,0.042,0.202,0.52,237,13.856,13.22,25.975,44.99,17.12,30.63,4.073,19,23.314,5091.87,5373.64,5090.28,0.2,NA
NLA06608-0899,1,8.85,6864,10973.01,20.4,36.83,0.069,0.005,0.005,4.472,495,69.192,800.897,2510.739,37.67,339.3,1076,114.6,16,15.163,79538.2,85836.7,79534.56,0.55,NA
NLA06608-0900,1,8.06,213.3,1217.07,3.91,5.89,0.017,0.005,0.005,0.7,48,15.648,9.454,25.739,22.18,8.403,24.92,6.553,16,0.597,3050.97,2019.62,3049.81,1.2,NA
NLA06608-0904,1,8.46,631,3332.69,25.7,5.96,0.013,0.005,0.005,1.603,135,77.2,25.569,116.499,38.24,23.97,45.81,7.77,19,8.777,6072.79,6479.4,6071.98,0.3,NA
NLA06608-0905,1,7.64,44.69,433.21,0.534,2.46,0.005,0.005,0.005,0.358,12,1.294,0.276,0.125,4.143,0.739,3.098,0.934,4,1.34,426.42,442.68,426.19,8.9,NA
NLA06608-0906,1,7.53,117.3,1062.34,0.446,1.19,0.011,0.029,0.055,0.111,1,0.832,0.177,3.218,16.38,3.746,0.465,0.646,11,2.231,1163.16,1138.29,1162.36,7.45,NA
NLA06608-0913,1,7.99,98.49,875.1,3.4,11.67,0.015,0.005,0.005,0.697,10,3.44,0.232,3.816,16.82,1.9,1.052,0.1,26,3.129,1045.01,961.17,1043.98,1.89,NA
NLA06608-0914,1,6.66,21.48,52.23,0.455,3.57,0.005,0.005,0.005,0.171,10,1.288,2.271,2.357,1.222,0.413,1.636,0.227,14,1.835,172.72,165.58,171.93,5.53,NA
NLA06608-0915,1,8.14,392.8,3998.48,5.19,16.83,0.021,0.005,0.005,1.41,102,37.872,6.168,6.106,38.3,25.86,3.211,1.577,30,13.925,4220.55,4299.59,4219.14,0.85,NA
NLA06608-0916,1,6.5,32.53,128.93,10.8,0.92,0.005,0.146,0.136,0.237,16,1.727,0.879,1.237,3.887,0.294,1.415,0.613,0,8.38,295.7,189.5,295.38,0.6,NA
NLA06608-0918,1,7.31,30.88,210.23,0.623,6.29,0.012,0.012,0.005,0.244,4,2.384,0.176,2.228,3.721,1.004,0.581,0.222,23,2.602,300.14,262.2,299.25,2.87,NA
NLA06608-0921,1,7.7,96.26,543.72,5.68,6.99,0.022,0.005,0.005,0.34,7,19.5,7.08,7.531,6.448,2.553,6.349,2.023,9,4.769,861.3,900.23,859.74,0.78,NA
NLA06608-0922,1,8.28,661,2094.84,2.45,3.4,0.019,0.005,0.005,0.226,12,1.243,2.01,221.959,73.59,19.72,24.58,4.208,18,4.901,6472.9,6772.73,6471.66,1.45,NA
NLA06608-0924,1,9.54,2023,9684.94,239,2.44,0.01,0.005,0.005,14.4,447,98,1.892,1152.984,449.1,74.43,5.615,2.788,60,49.921,28850.59,33743.43,28850.33,0.23,NA
NLA06608-0925,1,8.29,1091,2528.51,0.3,2.71,0.01,0.775,0.773,1.16,1,1.018,99.426,269.179,76.92,29.48,104.1,5.342,0,6.914,10929.55,10992.42,10928.89,11.88,NA
NLA06608-0926,1,6.82,36.25,219.09,1.03,4.01,0.005,0.005,0.005,0.252,4,1.472,0.676,2.682,3.343,1.207,0.803,0.586,4,0.201,316.63,294.15,316.05,6.7,NA
NLA06608-0927,1,9.29,425.4,2680.18,1.11,7.47,0.005,0.005,0.005,0.498,18,2.715,12.76,70.354,17.29,27.18,26.45,2.761,6,12.02,4320.81,4504.86,4320.49,2.75,NA
NLA06608-0929,1,8.32,207.7,2177.09,1.09,3.43,0.013,0.005,0.005,0.354,14,1.561,0.997,4.252,25.39,9.938,1.393,1.165,8,5.986,2175.97,2293.74,2175.13,4.3,NA
NLA06608-0930,1,7.18,84.67,152.61,0.863,2.84,0.015,0.005,0.005,0.174,4,1.304,15.081,3.92,4.111,0.661,8.669,0.607,5,0.662,653.27,659.67,652.14,6.45,NA
NLA06608-0933,1,7.16,141.1,1222.11,15.5,3.38,0.145,0.045,0.082,0.775,136,8.16,1.365,4.981,11.02,4.113,7.877,3.001,5,42.604,1318.08,1370.24,1307.73,1.04,NA
NLA06608-0934,1,6.35,4.35,22.79,0.237,0.6,0.005,0.005,0.005,0.005,1,0.067,0.24,0.125,0.205,0.062,0.259,0.058,0,0.522,28.67,32.84,28.08,36.71,NA
NLA06608-0935,1,7.89,375.3,2337.46,4.72,8.43,0.024,0.005,0.005,1.198,36,18.72,43.732,4.075,24.06,21.18,11.62,5.085,19,3.374,3580.62,3655.82,3578.95,1.15,NA
NLA06608-0938,1,8.57,387.7,2843.79,5.41,5.61,0.033,0.028,0.115,0.519,34,11.888,24.397,20.273,42.06,13.18,17.63,1.316,22,4.374,3985.86,3962.23,3983.87,1.46,NA
NLA06608-0940,1,8.81,683,1312.19,11.2,8.39,0.005,0.005,0.005,0.866,37,22.56,17.116,230.427,32.19,23.34,52.85,8.558,5,20.555,6044.94,6592.46,6044.62,1.38,NA
NLA06608-0942,1,8.58,241.9,2540.64,0.942,4.63,0.015,0.005,0.005,0.306,6,2.384,1.182,1.845,22.79,14.66,3.547,1.228,18,9.35,2530.16,2612.4,2529.26,4.05,NA
