PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,PSTL_CODE,STUDY,DSGN_CYCLE,IND_DOMAIN,UNIQUE_ID,SAMPLE_TYPE,FLAG,AGR_CROPLAND,AGR_FEEDLOT,AGR_LIVESTOCK,AGR_ORCHARDS,AGR_PASTURE,AGR_POULTRY,AGR_WITHDRAWAL,ALL_ACTIVITIES_EVALUATED,APPEALING,ARTIFICIAL_CREATED_BY,ARTIFICIAL_LAKE,BENTHIC_MATS,BIOTIC_INTEGRITY,CYANOHABS_SUB_TYPE,CYANOHABS_SUBMITTED,DAM_HEIGHT,DEAD_WLD,HYDRO_TYPE,IND_COMMERCIAL,IND_FIRE,IND_INDUSTRIAL,IND_LOGGING,IND_MINES,IND_ODORS,IND_OIL,IND_POWER,LAKE_LEVEL,LEVEL_CHANGE_M,MACRY_DENSITY,MACRY_FLOAT,MACRY_SUBMERGED,MAN_ANGLING,MAN_DRINKING_WATER,MAN_FISH_STOCKING,MAN_LEVEL_FLUCTUATIONS,MAN_LIMING,MAN_MACROPHYTE,MAN_TREATMENT,MBOAT_DENSITY,MBOAT_RESTRICT,NO_BLOOM_OBSERVED,OTHER_BLOOM,OUTLET_DAMS,OXBOW_RIVERINE,PEA_SOUP,PRE_EUROPEAN_LAKE,PRISTINE,RCH_AGRICULTURE,RCH_BARE_GROUND,RCH_DEVELOPMENT,RCH_FOREST,RCH_GRASS,RCH_SHOREMODS,RCH_SHRUB,RCH_WETLAND,REC_FILMS,REC_MARINAS,REC_PARKS,REC_PRIMITIVE,REC_RESORTS,REC_TRAILS,REC_TRASH,RECREATIONAL_VALUE,RES_BRIDGES,RES_CONSTRUCTION,RES_DUMPING,RES_LAWNS,RES_PIPES,RES_RESIDENCES,RES_ROADS,RES_SEWAGE,REVIEW,SURFACE_WATER_STREAKS,SWIMMABILITY,THICK_SCUM,TROPHIC_STATE,WATER_MANAGED,WATER_PUMP
10/16/2023,2020622,NLA22_SD-10069,6/27/2022,1,SD,NLA,2022,CORE,NLA_SD-10233,ASSESS,,L,,,,L,,,Y,4,,NO,,GOOD,,,,,SEEPAGE,,,,,,,,,N,,HIGH,SPARSE,MODERATE,,,,,,,,NONE,RESTRICTED,,,NONE,NO,,YES,4,RARE,RARE,RARE,RARE,MODERATE,RARE,SPARSE,EXTENSIVE,,,,,,,,FAIR,,,,L,,L,L,,Y,,FAIR,,EUTROPHIC,,ABSENT
10/16/2023,2020622,NLA22_SD-10069,6/27/2022,1,SD,NLA,2022,CORE,NLA_SD-10233,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020623,NLA22_GA-10017,6/28/2022,1,GA,NLA,2022,CORE,NLA_GA-10084,ASSESS,,,,,,,,L,Y,4,,UNKNOWN,,GOOD,,,UNKNOWN,,DRAINAGE,,,,,,,,,N,,SPARSE,RARE,SPARSE,M,,,,,,,NONE,RESTRICTED,,,ARTIFICIAL,NO,,UNKNOWN,4,RARE,SPARSE,SPARSE,MODERATE,MODERATE,RARE,MODERATE,RARE,,,L,,,L,L,GOOD,,L,,M,L,M,L,,Y,,FAIR,,EUTROPHIC,IRRIGATION,PRESENT
10/16/2023,2020623,NLA22_GA-10017,6/28/2022,1,GA,NLA,2022,CORE,NLA_GA-10084,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020624,NLA22_PA-10014,6/28/2022,1,PA,NLA,2022,CORE,NLA_PA-10048,ASSESS,,,,,,,,,Y,1,,NO,,FAIR,,,,,DRAINAGE,L,,,,M,,,,N,,HIGH,EXTENSIVE,SPARSE,,,,,,,,NONE,NONE,,,NONE,NO,,YES,2,RARE,RARE,RARE,EXTENSIVE,SPARSE,RARE,MODERATE,RARE,,,,,,,,POOR,,,,,,L,L,,Y,,UNSWIMMABLE,,EUTROPHIC,,ABSENT
10/16/2023,2020624,NLA22_PA-10014,6/28/2022,1,PA,NLA,2022,CORE,NLA_PA-10048,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020625,NLA22_IN-10146,7/7/2022,1,IN,NLA,2022,CORE,NLA_IN-10292,ASSESS,,,,,,,,,Y,3,IMPOUNDMENT,YES,,EXCELLENT,,,YES,,RESERVOIR,,,,,,,,,N,,ABSENT,RARE,RARE,M,,M,,,,,LOW,RESTRICTED,,,ARTIFICIAL,NO,,NO,5,RARE,SPARSE,RARE,EXTENSIVE,SPARSE,SPARSE,SPARSE,SPARSE,,,M,H,,L,,GOOD,,,,,,,L,,Y,,GOOD,,EUTROPHIC,,ABSENT
10/16/2023,2020625,NLA22_IN-10146,7/7/2022,1,IN,NLA,2022,CORE,NLA_IN-10292,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020626,NLA22_PA-10012,6/28/2022,1,PA,NLA,2022,CORE,NLA_PA-10080,ASSESS,,,,,,,,,Y,5,,NO,,EXCELLENT,,,YES,,RESERVOIR,L,,L,M,L,,,,N,,MODERATE,SPARSE,MODERATE,H,,L,L,,H,M,HIGH,RESTRICTED,,,ARTIFICIAL,NO,,NO,5,RARE,RARE,RARE,EXTENSIVE,SPARSE,SPARSE,SPARSE,MODERATE,,,,M,,M,,EXCELLENT,M,L,,L,L,L,L,,,,GOOD,,MESOTROPHIC,,ABSENT
10/16/2023,2020626,NLA22_PA-10012,6/28/2022,1,PA,NLA,2022,CORE,NLA_PA-10080,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020627,NLA22_WA-10012,6/28/2022,1,WA,NLA,2022,CORE,NLA_WA-10122,ASSESS,,,,,,,,L,Y,4,,NO,,GOOD,,,,,SEEPAGE,,,,,,,,,N,,SPARSE,RARE,RARE,,,M,,,,,HIGH,NONE,,,NONE,NO,,UNKNOWN,1,RARE,RARE,EXTENSIVE,RARE,EXTENSIVE,SPARSE,MODERATE,RARE,,,L,,,,L,EXCELLENT,,L,,H,L,H,,,Y,,GOOD,,MESOTROPHIC,,ABSENT
10/16/2023,2020627,NLA22_WA-10012,6/28/2022,1,WA,NLA,2022,CORE,NLA_WA-10122,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020628,NLA22_AR-10011,6/27/2022,1,AR,NLA,2022,CORE,NLA_AR-10036,ASSESS,,H,,,,,,,Y,2,,NO,,FAIR,,,,,SEEPAGE,,,,,,,,,N,,ABSENT,SPARSE,RARE,,,,,,,,NONE,NONE,,,NONE,YES,,UNKNOWN,3,EXTENSIVE,MODERATE,RARE,MODERATE,SPARSE,RARE,MODERATE,RARE,L,,,,,,,POOR,,,,,,,,,Y,,UNSWIMMABLE,,EUTROPHIC,,ABSENT
10/16/2023,2020628,NLA22_AR-10011,6/27/2022,1,AR,NLA,2022,CORE,NLA_AR-10036,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020629,NLA22_AR-10027,6/28/2022,1,AR,NLA,2022,CORE,NLA_AR-10058,ASSESS,,,,,,,,,Y,4,IMPOUNDMENT,YES,,FAIR,,,UNKNOWN,,RESERVOIR,,,,,,,,,N,,HIGH,RARE,EXTENSIVE,,,,L,,,,LOW,NONE,,,ARTIFICIAL,NO,,UNKNOWN,3,RARE,MODERATE,RARE,EXTENSIVE,MODERATE,SPARSE,MODERATE,RARE,,,M,,,L,L,GOOD,,L,,,,,M,,Y,,GOOD,,MESOTROPHIC,,ABSENT
10/16/2023,2020629,NLA22_AR-10027,6/28/2022,1,AR,NLA,2022,CORE,NLA_AR-10058,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020630,NLA22_MD-10021,6/28/2022,1,MD,NLA,2022,CORE,NLA_MD-10045,ASSESS,,,,,,,,,Y,3,,NO,,FAIR,,,NO,,DRAINAGE,,,,,L,,,,N,,MODERATE,SPARSE,RARE,,,,,,,,NONE,RESTRICTED,,,ARTIFICIAL,NO,,NO,3,RARE,SPARSE,SPARSE,MODERATE,MODERATE,RARE,MODERATE,SPARSE,,,H,,,L,L,GOOD,,,,M,L,L,L,,,,FAIR,,OLIGOTROPHIC,,ABSENT
10/16/2023,2020630,NLA22_MD-10021,6/28/2022,1,MD,NLA,2022,CORE,NLA_MD-10045,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020631,NLA22_CT-10009,6/28/2022,1,CT,NES,2022,CORE,NLA_CT-10015,ASSESS,,,,,,,,,Y,3,IMPOUNDMENT,YES,,FAIR,,,NO,,RESERVOIR,,,,,,,,L,N,,SPARSE,RARE,SPARSE,M,,,M,,H,H,LOW,NONE,,,ARTIFICIAL,NO,,NO,2,RARE,RARE,MODERATE,MODERATE,SPARSE,MODERATE,MODERATE,RARE,,L,M,L,L,L,M,FAIR,M,L,,M,L,M,M,,Y,,FAIR,,EUTROPHIC,,ABSENT
10/16/2023,2020631,NLA22_CT-10009,6/28/2022,1,CT,NLA,2022,CORE,NLA_CT-10015,ASSESS,,,,,,,,,Y,3,IMPOUNDMENT,YES,,FAIR,,,NO,,RESERVOIR,,,,,,,,L,N,,SPARSE,RARE,SPARSE,M,,,M,,H,H,LOW,NONE,,,ARTIFICIAL,NO,,NO,2,RARE,RARE,MODERATE,MODERATE,SPARSE,MODERATE,MODERATE,RARE,,L,M,L,L,L,M,FAIR,M,L,,M,L,M,M,,Y,,FAIR,,EUTROPHIC,,ABSENT
10/16/2023,2020631,NLA22_CT-10009,6/28/2022,1,CT,NES,2022,CORE,NLA_CT-10015,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020631,NLA22_CT-10009,6/28/2022,1,CT,NLA,2022,CORE,NLA_CT-10015,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020632,NLA22_CA-10119,6/28/2022,1,CA,NLA,2022,CORE,NLA_CA-10278,ASSESS,,,,,,,,,Y,2,,NO,,POOR,,,,,SEEPAGE,,,,,,,,,N,,ABSENT,RARE,RARE,,,,,,,,NONE,BANNED,,,NONE,NO,,UNKNOWN,2,RARE,SPARSE,EXTENSIVE,SPARSE,EXTENSIVE,SPARSE,MODERATE,SPARSE,H,,H,L,,L,L,FAIR,,,,H,,H,M,,Y,,UNSWIMMABLE,,HYPEREUTROPHIC,,ABSENT
10/16/2023,2020632,NLA22_CA-10119,6/28/2022,1,CA,NLA,2022,CORE,NLA_CA-10278,CHAB,,,,,,,,,,,,,,,BLOOMWATCH,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,
10/16/2023,2020633,NLA22_VA-10002,6/28/2022,2,VA,NLA,2022,CORE,NLA_VA-10056,ASSESS,,,,L,,L,,,Y,4,IMPOUNDMENT,YES,,GOOD,,,NO,,RESERVOIR,,,,L,,,,,N,,SPARSE,RARE,RARE,M,,L,,,,,NONE,NONE,,,ARTIFICIAL,NO,,NO,3,RARE,MODERATE,SPARSE,EXTENSIVE,SPARSE,SPARSE,EXTENSIVE,SPARSE,M,,,,,,L,EXCELLENT,L,,,L,L,M,L,,Y,,FAIR,,HYPEREUTROPHIC,,ABSENT
10/16/2023,2020633,NLA22_VA-10002,6/28/2022,2,VA,NLA,2022,CORE,NLA_VA-10056,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,
10/16/2023,2020634,NLA22_ID-10010,6/27/2022,1,ID,NLA,2022,CORE,NLA_ID-10309,ASSESS,,,,L,,L,,H,Y,3,IMPOUNDMENT,YES,,GOOD,,,NO,,RESERVOIR,,,,,,,,,N,0.8,SPARSE,SPARSE,RARE,L,,,L,,,,LOW,NONE,,,ARTIFICIAL,NO,,NO,3,SPARSE,MODERATE,RARE,RARE,MODERATE,RARE,MODERATE,RARE,M,,,,,,,POOR,,,,,L,,L,,Y,,FAIR,,MESOTROPHIC,,ABSENT
10/16/2023,2020634,NLA22_ID-10010,6/27/2022,1,ID,NLA,2022,CORE,NLA_ID-10309,CHAB,,,,,,,,,,,,,,,State of ID,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,
10/16/2023,2020635,NLA22_CO-10024,6/27/2022,1,CO,NLA,2022,CORE,NLA_CO-10086,ASSESS,,,,,,,,,Y,5,,NO,,GOOD,,,,,DRAINAGE,,,,,,,,,N,,MODERATE,RARE,MODERATE,M,,L,,,,,NONE,BANNED,,,NATURAL,NO,,YES,4,RARE,SPARSE,RARE,MODERATE,SPARSE,RARE,RARE,SPARSE,,,,L,,M,L,EXCELLENT,,,,L,,L,,,Y,,GOOD,,MESOTROPHIC,,ABSENT
10/16/2023,2020635,NLA22_CO-10024,6/27/2022,1,CO,NLA,2022,CORE,NLA_CO-10086,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020636,NLA22_CO-10009,6/28/2022,1,CO,NLA,2022,CORE,NLA_CO-10080,ASSESS,,,,,,,,,Y,5,,NO,,GOOD,,,,,DRAINAGE,,,,,,,,,N,,SPARSE,RARE,RARE,L,,,,,,,NONE,BANNED,,,NATURAL,NO,,YES,5,RARE,SPARSE,RARE,EXTENSIVE,RARE,RARE,RARE,SPARSE,,,,L,,L,L,EXCELLENT,,,,,,,,,Y,,GOOD,,MESOTROPHIC,,ABSENT
10/16/2023,2020636,NLA22_CO-10009,6/28/2022,1,CO,NLA,2022,CORE,NLA_CO-10080,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020637,NLA22_ME-10007,6/28/2022,1,ME,NLA,2022,CORE,NLA_ME-10073,ASSESS,,,,,,,,,Y,5,,NO,,EXCELLENT,,,,,DRAINAGE,,,,,,,,,N,,SPARSE,SPARSE,SPARSE,,,,,,,,NONE,NONE,,,NONE,NO,,YES,5,RARE,RARE,RARE,RARE,RARE,RARE,MODERATE,EXTENSIVE,,,,,,,,GOOD,,,,,,,,,Y,,FAIR,,MESOTROPHIC,,ABSENT
10/16/2023,2020637,NLA22_ME-10007,6/28/2022,1,ME,NLA,2022,CORE,NLA_ME-10073,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020638,NLA22_WY-10026,6/28/2022,1,WY,NLA,2022,CORE,NLA_WY-10143,ASSESS,,,,,,,,,Y,4,,UNKNOWN,,GOOD,,,NO,,RESERVOIR,,,,,,L,L,,N,,HIGH,RARE,MODERATE,L,,L,,,,,NONE,BANNED,,,ARTIFICIAL,NO,,UNKNOWN,4,RARE,SPARSE,RARE,RARE,EXTENSIVE,MODERATE,MODERATE,MODERATE,,,,,,,,EXCELLENT,,,,,L,,L,,Y,,GOOD,,MESOTROPHIC,,ABSENT
10/16/2023,2020638,NLA22_WY-10026,6/28/2022,1,WY,NLA,2022,CORE,NLA_WY-10143,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020639,NLA22_UT-10107,6/28/2022,1,UT,NLA,2022,CORE,NLA_UT-10441,ASSESS,,,,L,,,,M,Y,4,IMPOUNDMENT,YES,,GOOD,,,NO,,RESERVOIR,,,,,,,,,Y,2,SPARSE,RARE,RARE,,,,,,,,NONE,NONE,,,ARTIFICIAL,NO,,UNKNOWN,3,RARE,EXTENSIVE,RARE,RARE,SPARSE,SPARSE,RARE,RARE,,,,L,,L,L,FAIR,,,,,,,L,,Y,,FAIR,,MESOTROPHIC,,ABSENT
10/16/2023,2020639,NLA22_UT-10107,6/28/2022,1,UT,NLA,2022,CORE,NLA_UT-10441,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020640,NLA22_TX-10009,6/28/2022,1,TX,NLA,2022,CORE,NLA_TX-10223,ASSESS,,,,M,,M,,,Y,3,,UNKNOWN,,FAIR,,,,,DRAINAGE,,,,,,,,,Y,0.5,ABSENT,RARE,RARE,L,,L,,,,,NONE,NONE,,,NONE,NO,,UNKNOWN,2,MODERATE,SPARSE,RARE,MODERATE,RARE,RARE,MODERATE,RARE,L,,,,,,L,GOOD,,,,,,L,L,,Y,,UNSWIMMABLE,,OLIGOTROPHIC,,ABSENT
10/16/2023,2020640,NLA22_TX-10009,6/28/2022,1,TX,NLA,2022,CORE,NLA_TX-10223,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020641,NLA22_TX-10025,6/28/2022,1,TX,NLA,2022,CORE,NLA_TX-10239,ASSESS,,,,,,,,,Y,4,,UNKNOWN,,EXCELLENT,,,,,SEEPAGE,,,,,,,,,N,,MODERATE,RARE,MODERATE,L,,,,,,,NONE,NONE,,,NONE,NO,,UNKNOWN,4,RARE,MODERATE,RARE,SPARSE,MODERATE,SPARSE,MODERATE,RARE,,,L,,,L,L,EXCELLENT,,L,,,,,L,,Y,,FAIR,,EUTROPHIC,,ABSENT
10/16/2023,2020641,NLA22_TX-10025,6/28/2022,1,TX,NLA,2022,CORE,NLA_TX-10239,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020642,NLA22_NE-10047,6/28/2022,1,NE,NLA,2022,CORE,NLA_NE-10194,ASSESS,,M,,,,L,,,Y,3,IMPOUNDMENT,YES,,GOOD,,,YES,,RESERVOIR,,,,,,,,,N,,SPARSE,RARE,RARE,M,,M,,,,,LOW,RESTRICTED,,,ARTIFICIAL,NO,,NO,2,RARE,SPARSE,RARE,MODERATE,MODERATE,EXTENSIVE,MODERATE,SPARSE,L,,,M,,,L,GOOD,,,,,,,L,,Y,,FAIR,,HYPEREUTROPHIC,,ABSENT
10/16/2023,2020642,NLA22_NE-10047,6/28/2022,1,NE,NLA,2022,CORE,NLA_NE-10194,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,
10/16/2023,2020643,NLA22_SD-10057,6/28/2022,1,SD,NLA,2022,CORE,NLA_SD-10221,ASSESS,,L,,M,,M,,,Y,2,,NO,,GOOD,,,,,DRAINAGE,,,,,,,,,N,,SPARSE,RARE,SPARSE,M,,L,,,,,HIGH,NONE,,,NONE,NO,,YES,5,RARE,RARE,RARE,RARE,MODERATE,SPARSE,SPARSE,RARE,,,L,L,,,L,GOOD,L,,,L,,L,L,,Y,,FAIR,,EUTROPHIC,,ABSENT
10/16/2023,2020643,NLA22_SD-10057,6/28/2022,1,SD,NLA,2022,CORE,NLA_SD-10221,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020644,NLA22_MI-10026,6/28/2022,1,MI,NLA,2022,CORE,NLA_MI-10246,ASSESS,,,,,,,L,,Y,3,,NO,,GOOD,,,,,DRAINAGE,,,,,,,,,N,,MODERATE,MODERATE,SPARSE,,,,,,,,NONE,NONE,,,NATURAL,NO,,YES,3,RARE,RARE,RARE,EXTENSIVE,RARE,RARE,SPARSE,EXTENSIVE,,,,,,,L,FAIR,,,,L,,L,L,,Y,,FAIR,,EUTROPHIC,,ABSENT
10/16/2023,2020644,NLA22_MI-10026,6/28/2022,1,MI,NLA,2022,CORE,NLA_MI-10246,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020645,NLA22_SD-10073,6/28/2022,1,SD,NLA,2022,CORE,NLA_SD-10237,ASSESS,,M,,L,,M,,,Y,3,,NO,,GOOD,,,,,SEEPAGE,,,,,,,,,N,,MODERATE,SPARSE,SPARSE,,,,,,,,NONE,NONE,,,NONE,NO,,YES,3,MODERATE,SPARSE,RARE,RARE,EXTENSIVE,RARE,RARE,EXTENSIVE,,,,,,L,,FAIR,L,,,,,,L,,Y,,UNSWIMMABLE,,HYPEREUTROPHIC,,ABSENT
10/16/2023,2020645,NLA22_SD-10073,6/28/2022,1,SD,NLA,2022,CORE,NLA_SD-10237,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020646,NLA22_OH-10012,6/28/2022,1,OH,NLA,2022,CORE,NLA_OH-10093,ASSESS,,M,,,,L,,,Y,2,UNKNOWN,YES,,FAIR,,,NO,,RESERVOIR,,,,,,,,,N,,ABSENT,RARE,RARE,L,,,,,,,NONE,BANNED,,,ARTIFICIAL,NO,,NO,2,RARE,RARE,MODERATE,RARE,EXTENSIVE,SPARSE,RARE,RARE,,,H,H,H,L,L,FAIR,L,L,,H,,H,M,,Y,,FAIR,,EUTROPHIC,,ABSENT
10/16/2023,2020646,NLA22_OH-10012,6/28/2022,1,OH,NLA,2022,CORE,NLA_OH-10093,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020647,NLA22_WI-10029,6/28/2022,1,WI,NLA,2022,CORE,NLA_WI-10139,ASSESS,,,,,,,,,Y,4,,NO,,FAIR,,,,,DRAINAGE,,L,,,,L,,,N,,MODERATE,RARE,MODERATE,M,,M,,,,,HIGH,NONE,,,NONE,NO,,YES,3,RARE,RARE,EXTENSIVE,SPARSE,MODERATE,EXTENSIVE,SPARSE,RARE,L,,,,,,,GOOD,,,,M,,H,L,,Y,,FAIR,,EUTROPHIC,,ABSENT
10/16/2023,2020647,NLA22_WI-10029,6/28/2022,1,WI,NLA,2022,CORE,NLA_WI-10139,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020648,NLA22_CT-10006,7/26/2022,1,CT,NLA,2022,CORE,NLA_CT-10059,ASSESS,,,,,,,,M,Y,5,,NO,,EXCELLENT,,,NO,,DRAINAGE,,,,,,,,,Y,0.5,SPARSE,RARE,SPARSE,,,,L,,,,NONE,BANNED,,,ARTIFICIAL,NO,,YES,5,RARE,RARE,RARE,EXTENSIVE,RARE,RARE,MODERATE,RARE,,,,,,L,L,EXCELLENT,,,,L,,,L,,Y,,GOOD,,OLIGOTROPHIC,WATER_SUPPLY,PRESENT
10/16/2023,2020648,NLA22_CT-10006,7/26/2022,1,CT,NLA,2022,CORE,NLA_CT-10059,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020649,NLA22_CT-10007,8/2/2022,1,CT,NLA,2022,CORE,NLA_CT-10060,ASSESS,,,,,,,,,Y,3,,NO,,GOOD,,,NO,,DRAINAGE,,,,,,,,,N,,SPARSE,SPARSE,SPARSE,M,,,,,,M,NONE,NONE,,,ARTIFICIAL,NO,,UNKNOWN,3,RARE,SPARSE,RARE,EXTENSIVE,RARE,RARE,MODERATE,RARE,,,M,,,H,L,GOOD,,,,L,,,L,,Y,,GOOD,,EUTROPHIC,,ABSENT
10/16/2023,2020649,NLA22_CT-10007,8/2/2022,1,CT,NLA,2022,CORE,NLA_CT-10060,CHAB,,,,,,,,,,,,,Y,,BLOOMWATCH,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020650,NLA22_MN-10017,6/28/2022,1,MN,NLA,2022,CORE,NLA_MN-10158,ASSESS,,,,,,,,,Y,5,,NO,,EXCELLENT,,,,,DRAINAGE,,,,,,,,,Y,0.1,HIGH,MODERATE,MODERATE,,,,L,,,,NONE,RESTRICTED,,,NONE,NO,,YES,5,RARE,RARE,RARE,MODERATE,SPARSE,RARE,MODERATE,EXTENSIVE,,,,,,,,EXCELLENT,,,,L,,L,L,,Y,,FAIR,,MESOTROPHIC,,ABSENT
10/16/2023,2020650,NLA22_MN-10017,6/28/2022,1,MN,NLA,2022,CORE,NLA_MN-10158,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020651,NLA22_MT-10097,6/26/2022,1,MT,NLA,2022,CORE,NLA_MT-10250,ASSESS,,,,M,,,,,Y,3,IMPOUNDMENT,YES,,FAIR,,,NO,,RESERVOIR,,,,,,,,,Y,0.5,SPARSE,RARE,SPARSE,,,,,,,,NONE,NONE,,,ARTIFICIAL,NO,,NO,3,RARE,MODERATE,RARE,RARE,EXTENSIVE,RARE,SPARSE,SPARSE,,,,,,,,FAIR,,,,,,,L,,,,UNSWIMMABLE,,EUTROPHIC,,ABSENT
10/16/2023,2020651,NLA22_MT-10097,6/26/2022,1,MT,NLA,2022,CORE,NLA_MT-10250,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020652,NLA22_ID-10043,6/28/2022,1,ID,NLA,2022,CORE,NLA_ID-10202,ASSESS,,,,H,,H,,H,Y,3,IMPOUNDMENT,YES,,GOOD,,,YES,,RESERVOIR,,,,,,,,,Y,3,SPARSE,RARE,RARE,L,,L,H,,,,LOW,NONE,,,ARTIFICIAL,NO,,NO,3,MODERATE,EXTENSIVE,RARE,RARE,EXTENSIVE,RARE,MODERATE,RARE,,,,,,,L,FAIR,,,,,L,,L,,Y,,FAIR,,OLIGOTROPHIC,,ABSENT
