UID,PUBLICATION_DATE,SITE_ID,DATE_COL,VISIT_NO,STUDY,STATE,SAMPLE_TYPE,FLAG,AGR_CROPLAND,AGR_FEEDLOT,AGR_LIVESTOCK,AGR_ORCHARDS,AGR_PASTURE,AGR_POULTRY,AGR_WITHDRAWAL,APPEALING,BIOTIC_INTEGRITY,FLIGHT_HAZARDS,HYDRO_TYPE,IND_COMMERCIAL,IND_FIRE,IND_INDUSTRIAL,IND_LOGGING,IND_MINES,IND_ODORS,IND_OIL,IND_POWER,LAKE_LEVEL,LEVEL_CHANGE_M,MACRY_DENSITY,MACRY_FLOAT,MACRY_SUBMERGED,MAN_ANGLING,MAN_DRINKING_WATER,MAN_FISH_STOCKING,MAN_LEVEL_FLUCTUATIONS,MAN_LIMING,MAN_MACROPHYTE,MAN_TREATMENT,MBOAT_DENSITY,MBOAT_RESTRICT,OUTLET_DAMS,PRISTINE,RCH_AGRICULTURE,RCH_BARE_GROUND,RCH_DEVELOPMENT,RCH_FOREST,RCH_GRASS,RCH_SHOREMODS,RCH_SHRUB,RCH_WETLAND,REC_FILMS,REC_MARINAS,REC_PARKS,REC_PRIMITIVE,REC_RESORTS,REC_TRAILS,REC_TRASH,RECREATIONAL_VALUE,RES_BRIDGES,RES_CONSTRUCTION,RES_DUMPING,RES_LAWNS,RES_PIPES,RES_RESIDENCES,RES_ROADS,RES_SEWAGE,REVIEW,SWIMMABILITY,TROPHIC_STATE
2010576,4/26/2021,NLA17_IN-10100,25-Jul-17,1,NLA,IN,ASSESS,,H,,,,M,,,3,GOOD,,RESERVOIR,,,,,,,,,N,,SPARSE,RARE,RARE,,,,,,,,LOW,,ARTIFICIAL,4,,,MODERATE,RARE,EXTENSIVE,RARE,,MODERATE,L,,L,,,,,POOR,,,,M,L,M,L,,,FAIR,EUTROPHIC
2010577,4/26/2021,NLA17_GA-10005,25-Jul-17,2,NLA,GA,ASSESS,,,,,,,,,4,GOOD,,DRAINAGE,,,,,,,,,N,,MODERATE,RARE,MODERATE,M,,L,,,,,,,ARTIFICIAL,4,,SPARSE,RARE,RARE,EXTENSIVE,SPARSE,SPARSE,RARE,,L,L,,,L,,EXCELLENT,,,,H,,L,M,,,GOOD,EUTROPHIC
2010578,4/26/2021,NLA17_ME-10039,25-Jul-17,1,NLA,ME,ASSESS,,,,,,,,,4,GOOD,,DRAINAGE,,,,,H,,,,,,SPARSE,RARE,RARE,,,,,,,,,,NONE,4,,,,EXTENSIVE,,,,RARE,,,,L,,L,L,GOOD,,,,,,,,,,FAIR,OLIGOTROPHIC
2010579,4/26/2021,NLA17_ND-10032,25-Jul-17,1,NLA,ND,ASSESS,,M,,,,,,,3,FAIR,N,DRAINAGE,,,,,,,,,N,,SPARSE,SPARSE,SPARSE,,,,,,,,LOW,BANNED,NONE,3,MODERATE,RARE,,,MODERATE,,SPARSE,SPARSE,,,,,,,L,FAIR,,,,,,L,L,,,FAIR,EUTROPHIC
2010580,4/26/2021,NLA17_CO-10024,25-Jul-17,2,NLA,CO,ASSESS,,,,,,,,M,3,GOOD,,SEEPAGE,,,,,,,,,Y,0.5,MODERATE,RARE,SPARSE,,,M,L,,,,LOW,,NATURAL,3,RARE,SPARSE,MODERATE,RARE,MODERATE,SPARSE,SPARSE,SPARSE,,,L,,,,,GOOD,,M,,L,,L,L,,,FAIR,EUTROPHIC
2010581,4/26/2021,NLA17_MI-10019,25-Jul-17,1,NLA,MI,ASSESS,,,,,,,,,5,EXCELLENT,,SEEPAGE,,,,,,,,,,,SPARSE,,RARE,,,,,,,,HIGH,,,4,,,MODERATE,MODERATE,RARE,SPARSE,RARE,,,,L,L,,L,,EXCELLENT,,,,M,,M,L,,,GOOD,OLIGOTROPHIC
2010582,4/26/2021,NLA17_CT-10006,25-Jul-17,1,NLA,CT,ASSESS,,,,,,,,,3,GOOD,,DRAINAGE,,,,,,,,,,,SPARSE,RARE,RARE,,,,,,,,,,ARTIFICIAL,3,,,RARE,MODERATE,SPARSE,,MODERATE,RARE,L,,,,,,,POOR,,,,L,,L,M,,,GOOD,MESOTROPHIC
2010583,4/26/2021,NLA17_NE-10008,25-Jul-17,1,NLA,NE,ASSESS,,L,L,L,L,M,L,L,4,GOOD,,SEEPAGE,L,L,L,L,L,L,L,L,N,,MODERATE,MODERATE,RARE,L,L,L,L,L,L,L,,BANNED,NONE,3,RARE,RARE,RARE,RARE,MODERATE,RARE,RARE,EXTENSIVE,L,L,L,L,L,L,L,FAIR,L,L,L,L,L,L,L,L,,UNSWIMMABLE,EUTROPHIC
2010584,4/26/2021,NLA17_OR-10102,25-Jul-17,1,NLA,OR,ASSESS,,,,,,,,,5,EXCELLENT,,DRAINAGE,,L,,L,,,,,,,SPARSE,SPARSE,SPARSE,,,,,,,,,,,5,,RARE,,EXTENSIVE,MODERATE,,MODERATE,SPARSE,,,,L,,L,,EXCELLENT,,,,,,,L,,,GOOD,OLIGOTROPHIC
2010585,4/26/2021,NLA17_MA-10002,25-Jul-17,1,NLA,MA,ASSESS,,,,,,,,,3,FAIR,,RESERVOIR,,,,,,,,,N,,SPARSE,RARE,SPARSE,L,,L,,,M,M,LOW,RESTRICTED,ARTIFICIAL,2,RARE,RARE,SPARSE,EXTENSIVE,SPARSE,RARE,SPARSE,SPARSE,,,,,,,L,GOOD,L,,,L,,M,L,,,FAIR,MESOTROPHIC
2010586,4/26/2021,NLA17_MN-10046,25-Jul-17,1,NLA,MN,ASSESS,,L,,,,,,L,3,GOOD,,DRAINAGE,,,,,,,,,N,,SPARSE,SPARSE,SPARSE,,,L,,,,L,HIGH,,NATURAL,3,SPARSE,SPARSE,MODERATE,SPARSE,SPARSE,MODERATE,SPARSE,RARE,,L,M,,L,M,L,GOOD,,,,H,,H,M,,,FAIR,MESOTROPHIC
2010587,4/26/2021,NLA17_SD-10007,25-Jul-17,1,NLA,SD,ASSESS,,M,,M,,H,,,3,GOOD,,SEEPAGE,,,,,,,,,Y,0.3,SPARSE,RARE,RARE,L,,,L,,,,LOW,,NONE,3,MODERATE,RARE,RARE,RARE,EXTENSIVE,SPARSE,MODERATE,MODERATE,L,,,,,,L,FAIR,L,,,L,,L,L,,,UNSWIMMABLE,HYPEREUTROPHIC
2010588,4/26/2021,NLA17_NE-10003,25-Jul-17,1,NLA,NE,ASSESS,,,,,,,,,2,GOOD,,RESERVOIR,,,,,,,,,N,,HIGH,MODERATE,SPARSE,L,,,,,,,LOW,RESTRICTED,ARTIFICIAL,2,SPARSE,SPARSE,SPARSE,RARE,SPARSE,MODERATE,SPARSE,SPARSE,,,L,L,,,,FAIR,,,,M,,M,M,,,FAIR,EUTROPHIC
2010589,4/26/2021,NLA17_SC-10011,26-Jul-17,1,NLA,SC,ASSESS,,,,,,,,,5,EXCELLENT,,RESERVOIR,,,,,,,,,N,,SPARSE,RARE,SPARSE,L,H,,,,H,,LOW,BANNED,ARTIFICIAL,4,RARE,MODERATE,SPARSE,EXTENSIVE,RARE,RARE,MODERATE,SPARSE,,,,,,,L,POOR,M,L,,L,L,L,L,,,GOOD,MESOTROPHIC
2010590,4/26/2021,NLA17_MA-10007,26-Jul-17,1,NLA,MA,ASSESS,,,,,,,,,2,POOR,,DRAINAGE,,,,,,,,,N,,HIGH,MODERATE,EXTENSIVE,,,,H,,,,LOW,BANNED,NONE,2,RARE,RARE,MODERATE,MODERATE,SPARSE,RARE,RARE,RARE,,,,,,,L,FAIR,,,,M,,H,L,,,UNSWIMMABLE,EUTROPHIC
2010591,4/26/2021,NLA17_CO-10002,26-Jul-17,1,NLA,CO,ASSESS,,,,,,,,,4,FAIR,,RESERVOIR,,,,,,,,,N,,SPARSE,SPARSE,SPARSE,M,,L,L,,,,LOW,,NONE,3,,RARE,,RARE,MODERATE,MODERATE,SPARSE,SPARSE,,M,M,,,L,,GOOD,,L,,L,L,,L,,,FAIR,EUTROPHIC
2010592,4/26/2021,NLA17_IA-HP001,26-Jul-17,1,NLA,IA,ASSESS,,,,,,,,,3,GOOD,,SEEPAGE,,,,,,,,,N,,HIGH,SPARSE,MODERATE,,,,,,,,LOW,BANNED,NONE,3,,RARE,,MODERATE,SPARSE,,SPARSE,,L,,L,,,M,L,GOOD,,,,M,,L,M,,,UNSWIMMABLE,EUTROPHIC
2010593,4/26/2021,NLA17_PA-10001,26-Jul-17,1,NLA,PA,ASSESS,,,,,,M,,,5,GOOD,N,RESERVOIR,,,,,,,,,,,SPARSE,RARE,RARE,H,,,,,,,HIGH,NONE,ARTIFICIAL,3,RARE,RARE,SPARSE,EXTENSIVE,RARE,SPARSE,RARE,RARE,,L,M,M,L,M,M,EXCELLENT,L,L,L,L,,L,L,,,GOOD,OLIGOTROPHIC
2010594,4/26/2021,NLA17_IN-10138,26-Jul-17,1,NLA,IN,ASSESS,,H,,M,,M,,,2,FAIR,,RESERVOIR,M,L,,,,,,,N,,SPARSE,RARE,RARE,,,,,,,,LOW,,NONE,3,,SPARSE,EXTENSIVE,RARE,EXTENSIVE,MODERATE,MODERATE,,L,,,,,,,POOR,,L,,M,M,H,M,,,FAIR,EUTROPHIC
2010595,4/26/2021,NLA17_MN-10006,24-Jul-17,1,NLA,MN,ASSESS,,,,,,,,L,5,EXCELLENT,,DRAINAGE,,,,,,,,,,,HIGH,SPARSE,MODERATE,L,,,L,,,,LOW,,NONE,5,,RARE,SPARSE,MODERATE,SPARSE,RARE,SPARSE,SPARSE,,,,,,,,EXCELLENT,,,,L,,L,L,,,GOOD,MESOTROPHIC
2010596,4/26/2021,NLA17_MN-10047,25-Jul-17,1,NLA,MN,ASSESS,,,,,,,,,5,EXCELLENT,,SEEPAGE,,,,,,,,,,,HIGH,SPARSE,MODERATE,,,,,,,,,,NONE,5,,RARE,,EXTENSIVE,SPARSE,,SPARSE,RARE,,,,,,L,,EXCELLENT,,,,,,,L,,,GOOD,MESOTROPHIC
2010597,4/26/2021,NLA17_IA-10030,26-Jul-17,1,NLA,IA,ASSESS,,,,,,L,,,2,POOR,,SEEPAGE,,,,,,,,,N,,ABSENT,,,,,,,,,,,,NONE,2,RARE,SPARSE,RARE,RARE,EXTENSIVE,RARE,SPARSE,SPARSE,L,,,,,,M,FAIR,,,M,,L,,L,,,UNSWIMMABLE,EUTROPHIC
2010598,4/26/2021,NLA17_LA-10018,26-Jul-17,1,NLA,LA,ASSESS,,,,,,,,,2,FAIR,,RESERVOIR,,,,,,,,,Y,0.3,HIGH,MODERATE,SPARSE,L,,,,,,,LOW,RESTRICTED,NONE,4,RARE,RARE,MODERATE,MODERATE,SPARSE,RARE,MODERATE,RARE,M,,,,,,L,FAIR,,,,L,,M,L,,Y,UNSWIMMABLE,EUTROPHIC
2010599,4/26/2021,NLA17_GA-10008,26-Jul-17,1,NLA,GA,ASSESS,,,,,,,,,4,GOOD,,DRAINAGE,,,,L,M,,,,N,,MODERATE,,MODERATE,L,,L,,,,,,,ARTIFICIAL,4,,RARE,RARE,MODERATE,MODERATE,,RARE,,,,,,,,,EXCELLENT,,,,,,L,L,,,GOOD,MESOTROPHIC
2010600,4/26/2021,NLA17_OH-10003,27-Jul-17,1,NLA,OH,ASSESS,,,,,,,,,3,GOOD,,RESERVOIR,,,,,,,,,N,,SPARSE,SPARSE,SPARSE,,,,,,,,LOW,RESTRICTED,ARTIFICIAL,3,,SPARSE,,MODERATE,SPARSE,RARE,MODERATE,RARE,,,L,,,L,L,GOOD,,,,L,,,L,,Y,FAIR,MESOTROPHIC
2010601,4/26/2021,NLA17_RI-10006,27-Jul-17,1,NLA,RI,ASSESS,,M,,,,,,,4,GOOD,,RESERVOIR,,,,,,,,,N,,HIGH,SPARSE,MODERATE,H,,H,,,,,LOW,RESTRICTED,ARTIFICIAL,3,RARE,SPARSE,SPARSE,EXTENSIVE,RARE,SPARSE,EXTENSIVE,RARE,L,,,,,L,L,GOOD,,L,,M,,L,M,L,,FAIR,MESOTROPHIC
2010602,4/26/2021,NLA17_SD-10088,26-Jul-17,1,NLA,SD,ASSESS,,M,,L,,M,,,5,EXCELLENT,,SEEPAGE,,,,,,L,,,N,,HIGH,SPARSE,EXTENSIVE,,,,L,,,,LOW,,,4,MODERATE,RARE,,RARE,EXTENSIVE,,SPARSE,MODERATE,L,,,,,,L,FAIR,,,,,,,L,,,UNSWIMMABLE,HYPEREUTROPHIC
2010603,4/26/2021,NLA17_ND-10082,26-Jul-17,1,NLA,ND,ASSESS,,,,M,,H,,,2,GOOD,N,SEEPAGE,,,,,,,,,N,,HIGH,SPARSE,EXTENSIVE,,,,,,,,LOW,NONE,NONE,3,RARE,SPARSE,RARE,RARE,EXTENSIVE,RARE,SPARSE,MODERATE,,,,,,,,FAIR,,,,,,,L,,,FAIR,EUTROPHIC
2010604,4/26/2021,NLA17_ND-10016,27-Jul-17,1,NLA,ND,ASSESS,,L,,L,,H,,,4,GOOD,N,SEEPAGE,,,,,,,,,N,,SPARSE,RARE,SPARSE,,,,,,,,LOW,NONE,NONE,3,SPARSE,SPARSE,,,MODERATE,,MODERATE,SPARSE,M,,,,,,,GOOD,,L,,L,,L,L,,,GOOD,EUTROPHIC
2010605,4/26/2021,NLA17_IN-10068,27-Jul-17,1,NLA,IN,ASSESS,,,L,H,,H,,,1,POOR,,RESERVOIR,,,,,M,,,,,,ABSENT,RARE,RARE,,,,,,,,,BANNED,ARTIFICIAL,1,MODERATE,SPARSE,,MODERATE,SPARSE,,MODERATE,,,,,,,,,POOR,,L,L,L,,L,L,,,UNSWIMMABLE,EUTROPHIC
2010606,4/26/2021,NLA17_MA-10017,27-Jul-17,1,NLA,MA,ASSESS,,,,,,,,,2,FAIR,,SEEPAGE,,,,,,,,,N,,SPARSE,SPARSE,RARE,,,,,,,,LOW,BANNED,NONE,3,RARE,RARE,RARE,MODERATE,RARE,SPARSE,SPARSE,RARE,,,,,,L,L,FAIR,L,L,,,,,L,,,UNSWIMMABLE,EUTROPHIC
2010607,4/26/2021,NLA17_ME-10020,27-Jul-17,1,NLA,ME,ASSESS,,L,,M,,M,,,5,GOOD,,DRAINAGE,,,,,,,,,Y,0.4,HIGH,MODERATE,MODERATE,,,,,,,,LOW,,NATURAL,4,,RARE,RARE,MODERATE,RARE,RARE,MODERATE,SPARSE,,,,L,,,,GOOD,,,,,,L,L,,Y,FAIR,EUTROPHIC
2010608,4/26/2021,NLA17_IA-10029,27-Jul-17,1,NLA,IA,ASSESS,,M,,,,L,,,4,GOOD,,RESERVOIR,,,,,,,,,N,,SPARSE,RARE,RARE,,,,,,,,,,ARTIFICIAL,3,RARE,SPARSE,RARE,EXTENSIVE,RARE,RARE,SPARSE,RARE,L,,,,,,L,GOOD,,,,L,L,L,L,,,FAIR,EUTROPHIC
2010609,4/26/2021,NLA17_ME-HP001,25-Jul-17,1,NLA,ME,ASSESS,,,,,,,,,5,EXCELLENT,,DRAINAGE,,,,,,,,,,,SPARSE,RARE,RARE,,,,,,,,LOW,,NONE,4,,RARE,RARE,EXTENSIVE,RARE,RARE,EXTENSIVE,SPARSE,,,,,,L,,EXCELLENT,,,,,,L,,,,GOOD,OLIGOTROPHIC
2010610,4/26/2021,NLA17_ME-HP002,26-Jul-17,1,NLA,ME,ASSESS,,,,,,,,,5,EXCELLENT,,DRAINAGE,,,,,,,,,,,SPARSE,RARE,RARE,,,,,,,,LOW,,NONE,5,,RARE,,EXTENSIVE,,,EXTENSIVE,SPARSE,,,,,,,,EXCELLENT,,,,,,,,,,GOOD,OLIGOTROPHIC
2010611,4/26/2021,NLA17_MS-10019,27-Jul-17,1,NLA,MS,ASSESS,,,,,,,,,4,GOOD,,DRAINAGE,,,,,,,,,,,MODERATE,RARE,MODERATE,,,,,,,,LOW,,ARTIFICIAL,3,,RARE,MODERATE,MODERATE,MODERATE,RARE,SPARSE,RARE,L,,,,,,L,GOOD,,,,M,L,M,M,,,GOOD,MESOTROPHIC
2010612,4/26/2021,NLA17_NH-10999,27-Jul-17,1,NLA,NH,ASSESS,,,,,,,,,5,EXCELLENT,,DRAINAGE,,,,,,,,,,,SPARSE,RARE,RARE,,,,,,,,,,NONE,4,,RARE,,EXTENSIVE,,,MODERATE,SPARSE,,,,,,,,EXCELLENT,,,,,,,L,,,GOOD,OLIGOTROPHIC
2010613,4/26/2021,NLA17_NJ-10025,26-Jul-17,1,NLA,NJ,ASSESS,,,,,,,,,2,FAIR,,DRAINAGE,,,,,,,,,N,,HIGH,SPARSE,MODERATE,H,,,,,,,,BANNED,ARTIFICIAL,2,,SPARSE,,MODERATE,SPARSE,RARE,RARE,MODERATE,L,,L,,,L,M,FAIR,,,,M,,L,M,,,UNSWIMMABLE,EUTROPHIC
2010614,4/26/2021,NLA17_OR-10024,27-Jul-17,1,NLA,OR,ASSESS,,,,,,,,,5,EXCELLENT,,SEEPAGE,,L,,,,,,,N,,SPARSE,SPARSE,RARE,,,,,,,,,,NONE,5,,MODERATE,,EXTENSIVE,RARE,,SPARSE,SPARSE,,,,M,,M,L,EXCELLENT,,,,,,,,,,GOOD,OLIGOTROPHIC
2010615,4/26/2021,NLA17_MT-10009,27-Jul-17,2,NLA,MT,ASSESS,,,,M,,L,,,4,GOOD,,RESERVOIR,,,,,,,,,N,,HIGH,SPARSE,EXTENSIVE,,,,,,,,,,ARTIFICIAL,2,RARE,RARE,,,MODERATE,RARE,,MODERATE,,,,,,,,,,,,,,,,,,UNSWIMMABLE,EUTROPHIC
2010616,4/26/2021,NLA17_SC-10003,27-Jul-17,2,NLA,SC,ASSESS,,L,,,,M,,,5,EXCELLENT,,RESERVOIR,,,,,,,,,N,,HIGH,MODERATE,SPARSE,L,,,,,,,LOW,BANNED,ARTIFICIAL,5,RARE,SPARSE,SPARSE,EXTENSIVE,SPARSE,SPARSE,EXTENSIVE,MODERATE,M,,,,,,L,GOOD,L,,,L,,L,L,,,FAIR,EUTROPHIC
2010617,4/26/2021,NLA17_SC-10023,27-Jul-17,1,NLA,SC,ASSESS,,,,,,,,,4,GOOD,,RESERVOIR,,,,L,,,,,,,SPARSE,SPARSE,RARE,L,,,,,,,LOW,,ARTIFICIAL,3,RARE,EXTENSIVE,SPARSE,EXTENSIVE,SPARSE,MODERATE,SPARSE,RARE,,L,L,,,,L,EXCELLENT,L,,,L,,L,L,,,GOOD,MESOTROPHIC
2010618,4/26/2021,NLA17_TX-10032,27-Jul-17,1,NLA,TX,ASSESS,,M,,H,,H,,,2,FAIR,,SEEPAGE,,,,,,,,,N,,SPARSE,RARE,RARE,,,,,,,,,,NONE,2,SPARSE,RARE,RARE,SPARSE,EXTENSIVE,RARE,SPARSE,RARE,,,,,,,,POOR,,,,L,,,L,,,UNSWIMMABLE,EUTROPHIC
2010619,4/26/2021,NLA17_CO-10011,27-Jul-17,1,NLA,CO,ASSESS,,,,,,,,,5,GOOD,,DRAINAGE,,,,,,,,,N,,ABSENT,,,L,,M,,,,,,BANNED,NATURAL,5,,SPARSE,,SPARSE,MODERATE,,MODERATE,MODERATE,,,,L,,M,,GOOD,,,,,,,,,,FAIR,OLIGOTROPHIC
2010620,4/26/2021,NLA17_SC-10016,28-Jul-17,1,NLA,SC,ASSESS,,,,,,,,,5,EXCELLENT,,RESERVOIR,,,,,,,,,N,,SPARSE,RARE,SPARSE,M,,,,,,,LOW,,ARTIFICIAL,4,RARE,MODERATE,SPARSE,EXTENSIVE,RARE,MODERATE,MODERATE,SPARSE,L,,,,,,M,GOOD,H,,,L,L,L,L,,,GOOD,EUTROPHIC
2010621,4/26/2021,NLA17_SC-10004,28-Jul-17,1,NLA,SC,ASSESS,,,,,,,,,4,EXCELLENT,,RESERVOIR,,,,,,,,,,,SPARSE,SPARSE,RARE,L,,,,,L,,LOW,,ARTIFICIAL,4,RARE,SPARSE,RARE,MODERATE,EXTENSIVE,SPARSE,MODERATE,SPARSE,M,,,,,,L,GOOD,L,,,L,L,L,L,,,FAIR,
2010622,4/26/2021,NLA17_CO-10007,28-Jul-17,1,NLA,CO,ASSESS,,L,,L,,L,,,3,FAIR,,RESERVOIR,,,,,,,,,N,,SPARSE,RARE,,L,,,,,,,HIGH,,ARTIFICIAL,2,SPARSE,SPARSE,MODERATE,SPARSE,SPARSE,MODERATE,SPARSE,SPARSE,L,L,M,L,,L,L,EXCELLENT,L,L,,L,L,M,L,,,GOOD,MESOTROPHIC
2010623,4/26/2021,NLA17_CO-10020,27-Jul-17,1,NLA,CO,ASSESS,,,,,,,,,5,EXCELLENT,Y,RESERVOIR,,,,,,,,,N,,,RARE,RARE,L,,,,,,,,BANNED,ARTIFICIAL,5,,SPARSE,,MODERATE,RARE,,RARE,RARE,,,,L,,L,,EXCELLENT,,,,,,,,,,GOOD,MESOTROPHIC
2010624,4/26/2021,NLA17_CO-10043,26-Jul-17,1,NLA,CO,ASSESS,,,,,,,,,5,GOOD,,SEEPAGE,,L,,,,,,,N,,ABSENT,,,L,,,,,,,,RESTRICTED,NATURAL,5,,EXTENSIVE,,SPARSE,SPARSE,,SPARSE,RARE,,,,L,,L,,EXCELLENT,,,,,,,,,,GOOD,OLIGOTROPHIC
2010625,4/26/2021,NLA17_MA-10004,28-Jul-17,1,NLA,MA,ASSESS,,,,,,,,,4,GOOD,,RESERVOIR,,,,,,,,,N,,SPARSE,SPARSE,SPARSE,L,,L,L,,L,M,LOW,RESTRICTED,ARTIFICIAL,4,RARE,RARE,RARE,EXTENSIVE,RARE,SPARSE,SPARSE,SPARSE,L,,L,,,,L,GOOD,,,,L,,,L,,,GOOD,EUTROPHIC
2010626,4/26/2021,NLA17_MA-10022,30-Jul-17,1,NLA,MA,ASSESS,,,,,,,,,5,EXCELLENT,,SEEPAGE,,,,,,,,,N,,MODERATE,SPARSE,MODERATE,,,,,,,,LOW,BANNED,NONE,5,RARE,SPARSE,RARE,MODERATE,SPARSE,RARE,SPARSE,SPARSE,L,,,,,M,,GOOD,,,,,,,L,,,FAIR,EUTROPHIC
2010627,4/26/2021,NLA17_MT-10008,30-Jul-17,1,NLA,MT,ASSESS,,,,L,,L,,,3,GOOD,,DRAINAGE,,,,,,,,,N,,SPARSE,RARE,SPARSE,L,,L,,,,,HIGH,,NONE,2,,EXTENSIVE,SPARSE,SPARSE,SPARSE,SPARSE,,RARE,,,,,,,,EXCELLENT,,,,L,,L,L,,,GOOD,MESOTROPHIC
2010628,4/26/2021,NLA17_NE-10029,26-Jul-17,1,NLA,NE,ASSESS,,,,,,L,,,5,GOOD,,RESERVOIR,,,,,,,,,Y,0.8,SPARSE,RARE,RARE,L,,,,,,,LOW,,ARTIFICIAL,4,,MODERATE,RARE,,MODERATE,RARE,RARE,RARE,,,L,L,,,L,EXCELLENT,,,,L,L,L,L,,Y,GOOD,EUTROPHIC
2010629,4/26/2021,NLA17_CO-10050,30-Jul-17,1,NLA,CO,ASSESS,,,,,,,,,3,GOOD,,RESERVOIR,,,,,,,,,N,,SPARSE,SPARSE,MODERATE,H,,,,,,,,BANNED,ARTIFICIAL,2,,RARE,SPARSE,SPARSE,MODERATE,SPARSE,MODERATE,SPARSE,,,L,,,H,,GOOD,,,,M,L,L,L,,,UNSWIMMABLE,EUTROPHIC
2010630,4/26/2021,NLA17_SD-10019,26-Jul-17,1,NLA,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010631,4/26/2021,NLA17_CO-10013,30-Jul-17,1,NLA,CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010632,4/26/2021,NLA17_WI-10005,31-Jul-17,1,NLA,WI,ASSESS,,,,,,,,,3,GOOD,,DRAINAGE,,,,,,,,,N,,MODERATE,SPARSE,SPARSE,H,,,,,,,HIGH,,NATURAL,3,,RARE,MODERATE,SPARSE,SPARSE,MODERATE,RARE,SPARSE,,L,,,,,,GOOD,,L,,M,,H,L,,,GOOD,MESOTROPHIC
2010633,4/26/2021,NLA17_OH-10023,31-Jul-17,1,NLA,OH,ASSESS,,,,,,,,,3,GOOD,,RESERVOIR,,,,,,,,,N,,SPARSE,RARE,SPARSE,,,,,,,,LOW,RESTRICTED,ARTIFICIAL,3,RARE,SPARSE,RARE,MODERATE,SPARSE,RARE,SPARSE,RARE,,,L,,,L,,FAIR,L,,,L,,L,,,,UNSWIMMABLE,EUTROPHIC
2010634,4/26/2021,NLA17_MI-10012,31-Jul-17,1,NLA,MI,ASSESS,,,,,,,,,4,GOOD,,RESERVOIR,,,,,,,,,N,,HIGH,MODERATE,MODERATE,L,,,,,,,,,ARTIFICIAL,5,,,RARE,MODERATE,,,MODERATE,MODERATE,L,,,,,,,GOOD,,,,,,L,L,,,UNSWIMMABLE,EUTROPHIC
2010635,4/26/2021,NLA17_MN-10033,31-Jul-17,1,NLA,MN,ASSESS,,,,,,,,,5,EXCELLENT,,SEEPAGE,,,,L,,,,,N,,MODERATE,MODERATE,MODERATE,,,,,,,,LOW,,,5,,,,MODERATE,MODERATE,,RARE,MODERATE,,,,L,,,,EXCELLENT,,,,,,,L,,,GOOD,OLIGOTROPHIC
2010636,4/26/2021,NLA17_CO-10022,31-Jul-17,1,NLA,CO,ASSESS,,,,,,,,,3,GOOD,,RESERVOIR,,,,,,,,,N,,ABSENT,,,,,,L,,,,LOW,,NONE,3,RARE,MODERATE,MODERATE,RARE,RARE,MODERATE,RARE,RARE,,,L,,,,L,GOOD,,H,L,H,L,H,L,,,FAIR,MESOTROPHIC
2010637,4/26/2021,NLA17_IA-10034,31-Jul-17,1,NLA,IA,ASSESS,,H,,,,L,,,3,GOOD,,RESERVOIR,,,,,,,,,N,,SPARSE,SPARSE,SPARSE,M,,M,,,,,LOW,RESTRICTED,ARTIFICIAL,2,RARE,SPARSE,RARE,EXTENSIVE,SPARSE,RARE,SPARSE,RARE,L,,L,L,,L,L,GOOD,,,,L,M,L,L,,,UNSWIMMABLE,EUTROPHIC
2010638,4/26/2021,NLA17_MA-10018,31-Jul-17,1,NLA,MA,ASSESS,,,,,,,,,3,FAIR,,RESERVOIR,,,,,,,L,,N,,MODERATE,EXTENSIVE,MODERATE,,,,L,,,,LOW,BANNED,ARTIFICIAL,3,RARE,RARE,RARE,EXTENSIVE,SPARSE,RARE,MODERATE,RARE,,,,,,,L,FAIR,,,,,,,L,,,UNSWIMMABLE,EUTROPHIC
2010639,4/26/2021,NLA17_OR-10021,31-Jul-17,1,NLA,OR,ASSESS,,,,,,,,,5,EXCELLENT,,SEEPAGE,,,,,,,,,N,,SPARSE,RARE,,,,,,,,,,,NONE,5,,SPARSE,,EXTENSIVE,SPARSE,,SPARSE,RARE,,,,L,,M,L,EXCELLENT,,,,,,,,,,GOOD,OLIGOTROPHIC
2010640,4/26/2021,NLA17_OH-10029,1-Aug-17,1,NLA,OH,ASSESS,,,,,,,,,3,GOOD,,DRAINAGE,,,,,,,,,N,,MODERATE,SPARSE,MODERATE,,,,,,,,LOW,BANNED,NONE,3,,RARE,,SPARSE,EXTENSIVE,SPARSE,MODERATE,RARE,,,,,,,,POOR,,,,M,,,,,,UNSWIMMABLE,EUTROPHIC
2010641,4/26/2021,NLA17_MD-10026,1-Aug-17,1,NLA,MD,ASSESS,,,,,,,,,5,EXCELLENT,,RESERVOIR,,,,,,,,,N,,HIGH,SPARSE,EXTENSIVE,H,,M,M,,M,,HIGH,RESTRICTED,ARTIFICIAL,4,RARE,RARE,SPARSE,EXTENSIVE,MODERATE,RARE,MODERATE,SPARSE,,M,H,H,,H,,EXCELLENT,,,,M,,L,L,,,UNSWIMMABLE,EUTROPHIC
